uid,score,timePlaying,totalPoints,highscore,numberOfPlays,date,gameMode
"1427465449338",29,178,32,38,12,"Thu Apr 09 2015 00:21:17 GMT+0000 (UTC)","normal"
"1427465449338",0,181,32,38,13,"Thu Apr 09 2015 15:58:08 GMT+0000 (UTC)","normal"
"1427465449338",0,183,32,38,14,"Thu Apr 09 2015 15:58:21 GMT+0000 (UTC)","normal"
"1427465449338",2,187,34,38,15,"Thu Apr 09 2015 15:58:26 GMT+0000 (UTC)","normal"
"1427465449338",0,188,34,38,16,"Thu Apr 09 2015 15:58:29 GMT+0000 (UTC)","normal"
"1427465449338",10,202,44,38,17,"Thu Apr 09 2015 15:58:46 GMT+0000 (UTC)","normal"
"1427465449338",30,237,74,38,18,"Thu Apr 09 2015 15:59:25 GMT+0000 (UTC)","normal"
"1427465449338",30,270,104,38,19,"Thu Apr 09 2015 16:00:00 GMT+0000 (UTC)","normal"
"1427465449338",31,306,135,38,20,"Sat Apr 11 2015 00:52:09 GMT+0000 (UTC)","normal"
"1428950157591",0,8,0,0,1,"Mon Apr 13 2015 18:35:42 GMT+0000 (UTC)","normal"
"1428950157591",0,11,0,0,2,"Mon Apr 13 2015 18:35:47 GMT+0000 (UTC)","normal"
"1428950157591",0,14,0,0,3,"Mon Apr 13 2015 18:36:12 GMT+0000 (UTC)","normal"
"1428950157591",78,100,78,78,4,"Mon Apr 13 2015 18:37:41 GMT+0000 (UTC)","normal"
"1427465449338",0,309,135,38,21,"Wed Apr 15 2015 16:42:16 GMT+0000 (UTC)","normal"
"1427465449338",22,335,157,38,22,"Wed Apr 15 2015 16:45:10 GMT+0000 (UTC)","normal"
"1429116951382",0,2,0,0,1,"Wed Apr 15 2015 16:54:20 GMT+0000 (UTC)","normal"
"1429116951382",1,10,1,1,2,"Wed Apr 15 2015 16:54:31 GMT+0000 (UTC)","normal"
"1429116951382",45,68,46,45,3,"Wed Apr 15 2015 16:55:31 GMT+0000 (UTC)","normal"
"1429116951382",0,71,46,45,4,"Wed Apr 15 2015 16:55:35 GMT+0000 (UTC)","normal"
"1425316248364",60,246,236,60,8,"Fri Apr 17 2015 12:50:23 GMT+0000 (UTC)","normal"
